path,brightness
rs00000.jpg,116.19350867554233
rs00001.jpg,132.50704773032268
rs00002.jpg,177.7056884626895
rs00003.jpg,140.92934494692088
rs00004.jpg,142.93661629368603
rs00005.jpg,133.40607005090686
rs00006.jpg,135.07972977834513
rs00007.jpg,160.75168817693987
rs00008.jpg,98.96275004519876
rs00009.jpg,154.66693481266168
rs00010.jpg,131.14925793119372
rs00011.jpg,110.26368426638793
rs00012.jpg,133.46394173426938
rs00013.jpg,139.12322667173993
rs00014.jpg,123.98136898082537
rs00015.jpg,129.4231778436763
rs00016.jpg,140.71073022243164
rs00017.jpg,138.069010272778
rs00018.jpg,116.41491057972554
rs00019.jpg,139.65682139568293
rs00020.jpg,157.33137969964685
rs00021.jpg,160.0423860791804
rs00022.jpg,125.15142833570695
rs00023.jpg,137.1892447353127
rs00024.jpg,152.21943815567892
rs00025.jpg,142.87423609894293
rs00026.jpg,136.40633132165635
rs00027.jpg,123.37811822957251
rs00028.jpg,142.68467840413854
rs00029.jpg,136.68591586153786
rs00030.jpg,155.940848876371
rs00031.jpg,141.19221148323388
rs00032.jpg,129.5075887505496
rs00033.jpg,135.6170759778375
rs00034.jpg,140.1908798967704
rs00035.jpg,145.33653988555884
rs00036.jpg,97.6960174363145
rs00037.jpg,135.07010582171694
rs00038.jpg,131.25695504610238
rs00039.jpg,128.88781119341112
rs00040.jpg,163.8205209902336
rs00041.jpg,142.85575117680816
rs00042.jpg,122.38939579800267
rs00043.jpg,143.28846862243324
rs00044.jpg,148.0199887737524
rs00045.jpg,28.99255010371119
rs00046.jpg,126.01744449684509
rs00047.jpg,115.84609826330704
rs00048.jpg,114.44508543846922
rs00049.jpg,160.7270497658296
rs00050.jpg,123.58640650055604
rs00051.jpg,152.1157238512994
rs00052.jpg,151.70151999561995
rs00053.jpg,141.78674310339747
rs00054.jpg,136.39563584734725
rs00055.jpg,111.71500735119187
rs00056.jpg,111.69537223028551
rs00057.jpg,150.45826129424051
rs00058.jpg,116.76252138000534
rs00059.jpg,163.414625855755
rs00060.jpg,130.91890585695856
rs00061.jpg,128.35878258403073
rs00062.jpg,128.6578788632693
rs00063.jpg,132.0268985951073
rs00064.jpg,121.14968927575775
rs00065.jpg,128.1559388157345
rs00066.jpg,144.61479399083208
rs00067.jpg,99.74431699674999
rs00068.jpg,136.1159340592516
rs00069.jpg,127.20193767397224
rs00070.jpg,107.38208002337542
rs00071.jpg,124.3928499583323
rs00072.jpg,139.21318175012675
rs00073.jpg,139.47771940201486
rs00074.jpg,160.8957805568657
rs00075.jpg,127.00416056085926
rs00076.jpg,138.4480775680604
rs00077.jpg,164.34446723743025
rs00078.jpg,116.74206569435405
rs00079.jpg,114.17977196088009
rs00080.jpg,93.75302498463337
rs00081.jpg,128.87598582257274
rs00082.jpg,131.32902928987437
rs00083.jpg,108.85224259773933
rs00084.jpg,128.04403160894026
rs00085.jpg,115.76627153366864
rs00086.jpg,142.0794309533881
rs00087.jpg,128.10205290971587
rs00088.jpg,168.4766237474055
rs00089.jpg,148.33319775567307
rs00090.jpg,138.87013687993712
rs00091.jpg,126.12376348937791
rs00092.jpg,141.065996152666
rs00093.jpg,111.49987568027518
rs00094.jpg,143.966130954399
rs00095.jpg,127.8208686626076
rs00096.jpg,155.10065561873148
rs00097.jpg,171.50061332922218
rs00098.jpg,146.21714578841832
rs00099.jpg,133.07172864404097
rs00100.jpg,122.42454182818197
rs00101.jpg,84.32578714259573
